beginyear,vibrant,LightVibrant,closest_color,Muted,LightMuted,DarkMuted,Image URL
1864,#8c6028,,#8c6028,,,,"https://api.nga.gov/iiif/3210c9d5-5556-4294-b1e5-b78eef4fc5e2/full/!200,200/0/default.jpg"
1864,#a47c4c,#d8c092,#2c1404,#9c7b55,#b1a18a,#583b2b,"https://api.nga.gov/iiif/b94db39d-9c08-4e31-9373-a042b662ead6/full/!200,200/0/default.jpg"
1864,#e3bc6d,#e3c497,#5c3a15,#91976c,#d7c3ae,#4b3f22,"https://api.nga.gov/iiif/8175e345-711c-463c-9192-9814abaac5b6/full/!200,200/0/default.jpg"
1864,#c0a06c,,#c0a06c,,,,"https://api.nga.gov/iiif/c50251b6-5e1f-4fdc-a37c-153a42b2fe2b/full/!200,200/0/default.jpg"
1864,#a85c50,,#a85c50,,,,"https://api.nga.gov/iiif/d721c70d-c45f-491c-a409-43cf241c4a0b/full/!200,200/0/default.jpg"
1864,#b88851,#edbe8b,#845424,#a57f53,#d4c4a4,#936f44,"https://api.nga.gov/iiif/2e1b19eb-2e77-42c3-84f9-3bd10cdf8c9c/full/!200,200/0/default.jpg"
1864,#bcb46c,#e3d7b6,#545c1c,#a1996c,#d4c9ae,#737546,"https://api.nga.gov/iiif/c6ba929a-af89-4292-866f-10d276f4fe9d/full/!200,200/0/default.jpg"
1864,#b18354,#d4d0a0,#594023,#9c774e,#acc9c5,#745839,"https://api.nga.gov/iiif/a40be973-8479-4dd8-a4b8-f878924ebf78/full/!200,200/0/default.jpg"
1864,#60a1ba,#8abccb,#64441a,#92876a,#accccb,#5d4c31,"https://api.nga.gov/iiif/f7429296-9105-4a8f-ad67-3388e4974ad6/full/!200,200/0/default.jpg"
1864,#a8c44c,#e4dbc2,#5d502c,#8c7f63,#cec8af,#4e452d,"https://api.nga.gov/iiif/b3550d55-0c4f-43dc-ab19-b527523718ba/full/!200,200/0/default.jpg"
1865,#b09058,,#b09058,,,,"https://api.nga.gov/iiif/b5fa4110-a05c-40cc-b75e-f21c59b4602c/full/!200,200/0/default.jpg"
1865,#eaae6a,#fcde90,#5e3c29,#a98a57,#bea46c,#615534,"https://api.nga.gov/iiif/c64878f5-8f1c-40df-a85f-f3f4ffcefa63/full/!200,200/0/default.jpg"
1865,#ac3c38,#e4dcbc,#343090,#908c7e,#dcd3c2,#464536,"https://api.nga.gov/iiif/3a27c023-34bd-4171-aeea-1e243969c130/full/!200,200/0/default.jpg"
1865,#e4a024,#f4d434,#05385c,#9c8254,#c8c0ad,#2b5259,"https://api.nga.gov/iiif/05ec733e-4800-46bf-9a25-5e56c64224f8/full/!200,200/0/default.jpg"
1865,#4c50b8,#dce4f4,#25275e,#8b978d,#d0dbe2,#4a563b,"https://api.nga.gov/iiif/0e7c839a-01d9-4d59-a7e8-be8376cda647/full/!200,200/0/default.jpg"
1865,#c5b249,#e2cc68,#69710a,#a49c49,#cacbae,#556236,"https://api.nga.gov/iiif/168f4a0e-ac11-4a26-9a72-2ebf7990bb4e/full/!200,200/0/default.jpg"
1865,#c44c14,#d8c79f,#5c4412,#a38c5d,#bdaa7c,#705f37,"https://api.nga.gov/iiif/f0894a78-9e57-4d46-83b3-18d05bcbd0e6/full/!200,200/0/default.jpg"
1865,#b03460,,#b03460,,,,"https://api.nga.gov/iiif/08f3f26d-bca4-46a6-8df8-d5572d944eb4/full/!200,200/0/default.jpg"
1865,#945c2c,,#945c2c,,,,"https://api.nga.gov/iiif/c3b6258a-5fc9-4815-9491-acde75248a37/full/!200,200/0/default.jpg"
1865,#6c343c,#e0ac9c,#0e462d,#686c97,#d4bcb4,#53413f,"https://api.nga.gov/iiif/29f42b08-4e31-4a50-9a5f-f0f2d31a7f90/full/!200,200/0/default.jpg"
1865,#ba3c1b,#d0be8f,#84441c,#a6885c,#d1caab,#32464e,"https://api.nga.gov/iiif/0414be87-3a13-4782-aa33-31063797ce0b/full/!200,200/0/default.jpg"
1865,#b28540,#d4b678,#533a24,#99875a,#c0a76e,#795f3d,"https://api.nga.gov/iiif/3c99a562-8fe4-4f14-ae89-45b8dad18ca7/full/!200,200/0/default.jpg"
1865,#6c4434,,#6c4434,,,,"https://api.nga.gov/iiif/bfd3764c-8711-4b04-9f02-ed6b07995d40/full/!200,200/0/default.jpg"
1865,#996437,#b8cfe2,#773714,#997b50,#abb8c6,#85623e,"https://api.nga.gov/iiif/8681c69a-8b23-453d-a7f6-de663a2253d6/full/!200,200/0/default.jpg"
1865,#bd9a71,#d1bc9c,#946c38,#a1805d,#9da09c,#4c4134,"https://api.nga.gov/iiif/a4ebcfef-d85e-4cdb-984d-e4e78d517fa1/full/!200,200/0/default.jpg"
1865,#a8a834,#c4a474,#744430,#66a6b5,#a5aca3,#4d493d,"https://api.nga.gov/iiif/cb524d0a-8ec6-400d-a6ee-e90bcb0cf74a/full/!200,200/0/default.jpg"
1865,#889c40,,#889c40,,,,"https://api.nga.gov/iiif/0132f7ad-adee-49c3-a79b-0108f66fc042/full/!200,200/0/default.jpg"
1865,#944c14,,#944c14,,,,"https://api.nga.gov/iiif/f3531fb2-e3eb-4c79-a0f8-3e77b99e4e9c/full/!200,200/0/default.jpg"
1865,#966245,,#966245,,,,"https://api.nga.gov/iiif/c0d7780f-d00d-4c01-b5f8-c138420d2340/full/!200,200/0/default.jpg"
1865,#a0b040,#dcceb5,#5c4c2c,#7c6c55,#cbcab8,#4e4431,"https://api.nga.gov/iiif/d9d65cb2-eb39-4653-ba03-d162884a76fa/full/!200,200/0/default.jpg"
1865,#945444,#e1d3b4,#613c22,#8f745c,#d5c0a4,#584234,"https://api.nga.gov/iiif/9e79b397-0bd5-4221-96e0-0c2d20470933/full/!200,200/0/default.jpg"
1865,#b64019,#d6b36f,#903518,#9c7c54,,,"https://api.nga.gov/iiif/6396976d-f101-4a51-b62b-9ac923c51e07/full/!200,200/0/default.jpg"
1866,#9c640c,#dcb46c,#784808,#aa9357,,,"https://api.nga.gov/iiif/9a17a98d-5e76-4631-b4fa-003b99cc1af3/full/!200,200/0/default.jpg"
1866,#809834,#d4bca4,#809834,#8e7f60,#bc9c74,#2c241c,"https://api.nga.gov/iiif/cd58282b-1b91-47f3-8434-03f91efb6f9d/full/!200,200/0/default.jpg"
1866,#dcc454,#cca474,#7f722c,#9c6c54,#c5c9b6,#443c2c,"https://api.nga.gov/iiif/e0a3e22c-e07f-4bcd-bf5e-281ae150093c/full/!200,200/0/default.jpg"
1866,#9c502c,,#9c502c,,,,"https://api.nga.gov/iiif/0b5cefc9-8828-4bc7-b01b-be33f59a10bc/full/!200,200/0/default.jpg"
1866,#743434,#ddc0a4,#54201c,#a4745c,#c8b09c,#47362e,"https://api.nga.gov/iiif/d46d5175-9925-4dbe-b36f-d21c28bd2260/full/!200,200/0/default.jpg"
1866,#cc3238,,#cc3238,,,,"https://api.nga.gov/iiif/28b9e23a-3c0d-4e93-8349-b1aae8f87aee/full/!200,200/0/default.jpg"
1866,#d08440,#e4d48c,#783930,#866444,#c4c4a0,#61392f,"https://api.nga.gov/iiif/d038e9a3-c6f1-459c-9662-522288a2f720/full/!200,200/0/default.jpg"
1866,#765c34,,#765c34,,,,"https://api.nga.gov/iiif/866a1a6c-2e3e-452c-ad91-5b2339e56da2/full/!200,200/0/default.jpg"
1866,#7f5e39,#d4c499,#542424,#9e845c,#c4b494,#59382b,"https://api.nga.gov/iiif/3877ee5f-430c-4e5d-a270-0782e17e1314/full/!200,200/0/default.jpg"
1866,#ac883c,#ccc48f,#596527,#9b935c,#d3d2ba,#50502a,"https://api.nga.gov/iiif/aee609eb-0cf4-4257-95fa-dfff9873d035/full/!200,200/0/default.jpg"
1866,#c4a434,#d4c4a4,#68581c,#a49a6a,#c2c0ac,#5e5839,"https://api.nga.gov/iiif/9a24975a-8e5d-4f29-b174-b6c54ef59169/full/!200,200/0/default.jpg"
1866,#9c6c44,#ddbda0,#4c2c1c,#aa7958,#c49c7c,#3c352c,"https://api.nga.gov/iiif/8d80cc21-6326-4dab-b6c2-4e667a8e4acc/full/!200,200/0/default.jpg"
1866,#9a402d,,#9a402d,,,,"https://api.nga.gov/iiif/2cf45b58-42eb-4359-a50f-b1143459a6be/full/!200,200/0/default.jpg"
1866,#cca67c,#d4c1a4,#5f4325,#9c7a55,#ccbba1,#8a6a4a,"https://api.nga.gov/iiif/c790c1ba-9b5f-4275-9f7d-7f501e30992c/full/!200,200/0/default.jpg"
1866,#945c44,#d0a090,#5a3223,#9a735c,#b8a08a,#452c22,"https://api.nga.gov/iiif/75a17c58-9a57-4488-b90b-60be116343ab/full/!200,200/0/default.jpg"
1866,#4ca01c,#dccda4,#413815,#b4ac8c,#cdbf9b,#7d7036,"https://api.nga.gov/iiif/bee6f463-f1bb-4362-89e6-632afb7959b5/full/!200,200/0/default.jpg"
1866,#d99248,#e69f5c,#4c2118,#b19b7c,#ccb590,#3e1f1c,"https://api.nga.gov/iiif/a7e62d78-ad31-42bd-ad65-0c694a1333e2/full/!200,200/0/default.jpg"
1866,#c19769,#e2bc8e,#5d4326,#9a7751,#acccc4,#6c6444,"https://api.nga.gov/iiif/9c0e94a1-09ed-47fd-ad50-8a364d45f3e1/full/!200,200/0/default.jpg"
1866,#c98e26,#e4c4a4,#7c3c0e,#a1805b,#c9b394,#674f32,"https://api.nga.gov/iiif/c020c6d4-357c-47a0-828e-3fc134f70c30/full/!200,200/0/default.jpg"
1866,#a7764e,#c49460,#61201d,#b4835c,,,"https://api.nga.gov/iiif/da9a0c9f-032e-46e9-9803-c6de9af33b39/full/!200,200/0/default.jpg"
1866,#bd7c34,#e1b662,#7c3d0c,#8c5c3c,,,"https://api.nga.gov/iiif/8c995b0e-311f-4323-806f-dd822cb21171/full/!200,200/0/default.jpg"
1867,#c38e3d,#f2dd8d,#6e3f0c,#8d755d,#bcb4ac,#381f19,"https://api.nga.gov/iiif/fedb731e-1ac5-42cf-9de5-3cf73b967054/full/!200,200/0/default.jpg"
1867,#80543c,#d4b091,#544424,#a67c5c,#cbbf9d,#52422c,"https://api.nga.gov/iiif/83412578-9df5-44f8-9005-2edd8899fda8/full/!200,200/0/default.jpg"
1867,#bb945d,#deb776,#643414,#ac8a5b,#c28f77,#332c1a,"https://api.nga.gov/iiif/446671ef-a5d1-4e77-b059-bef1c696cee6/full/!200,200/0/default.jpg"
1867,#846434,#dcc4ac,#644824,#948161,#cbb9a3,#4e4d32,"https://api.nga.gov/iiif/8e7f5135-69b0-4e73-bdc1-26a75d45e26b/full/!200,200/0/default.jpg"
1867,#8cb440,,#8cb440,,,,"https://api.nga.gov/iiif/cdaccfb5-72ad-4eab-a6dc-3c63ac2bf667/full/!200,200/0/default.jpg"
1867,#784d29,#d4bc84,#593c2a,#8c817c,#beb0a0,#352822,"https://api.nga.gov/iiif/dba8b352-d853-49c6-89b3-76035e17f15c/full/!200,200/0/default.jpg"
1867,#74accc,#ecc693,#444c24,#ac9666,#8eb3cc,#5a6246,"https://api.nga.gov/iiif/97460341-dbc0-4d49-84fa-cf52b6ca7324/full/!200,200/0/default.jpg"
1867,#766934,,#766934,,,,"https://api.nga.gov/iiif/579777b9-33fb-493e-8e2c-89b972019854/full/!200,200/0/default.jpg"
1867,#b4944c,#dcd9b4,#4c3404,#ac745c,#d0d5b9,#544e2c,"https://api.nga.gov/iiif/e00c42f9-6caa-4e4b-99c3-d347f8fcba8b/full/!200,200/0/default.jpg"
1867,#7b5e1f,#d6c07a,#3f2f04,#a8ab79,#b4b179,#5c5d32,"https://api.nga.gov/iiif/11dc7010-58a3-465a-8134-7a08a563294a/full/!200,200/0/default.jpg"
1867,#7a6b20,,#7a6b20,,,,"https://api.nga.gov/iiif/bafc11b8-33a2-456f-b47a-25ba89d925a1/full/!200,200/0/default.jpg"
1868,#787838,#d6c29e,#5c3424,#7f6a4f,#c4b48c,#544531,"https://api.nga.gov/iiif/e4788e0d-79d1-434c-a358-3015c865409b/full/!200,200/0/default.jpg"
1868,#d0b064,#d0b064,#6c5c34,#8b8e72,#bdc2c0,#544e42,"https://api.nga.gov/iiif/51b6a43d-208d-4d00-860c-541e5b399f60/full/!200,200/0/default.jpg"
1868,#82612c,#e4ccac,#72401b,#928150,#cfc9a4,#746c4c,"https://api.nga.gov/iiif/d50b902a-e81d-44b8-9f6e-e525585cc5f2/full/!200,200/0/default.jpg"
1868,#966c34,#e0cc92,#6c5124,#9c804d,#bca46c,#504131,"https://api.nga.gov/iiif/23a7bb39-d6da-4cf4-8961-7e743fd39aba/full/!200,200/0/default.jpg"
1868,#8a6b42,#dcb46c,#5c4424,#a08454,#ccc5ad,#5f4a34,"https://api.nga.gov/iiif/85d40b25-aef8-4586-829e-1b1d51203ff7/full/!200,200/0/default.jpg"
1868,#8fc9d4,#9cccd2,#4c5c24,#82834c,#a4cbce,#385930,"https://api.nga.gov/iiif/39a9ac6c-8098-491f-8a9f-b517567275d5/full/!200,200/0/default.jpg"
1868,#b05436,#e0c998,#64331a,#9d7c5f,#cfceb6,#5c3b2c,"https://api.nga.gov/iiif/382f0d18-13f7-4d42-8a39-053b781541e3/full/!200,200/0/default.jpg"
1868,#7c5424,#d9cda4,#5f4925,#9c7c54,#ccccac,#514425,"https://api.nga.gov/iiif/d5be76c8-e3f6-41a9-8977-888849e1b20f/full/!200,200/0/default.jpg"
1868,#447c94,#ccb494,#574529,#547c93,#b19370,#473523,"https://api.nga.gov/iiif/45927cd3-b962-4cf4-b1ae-e85120baf240/full/!200,200/0/default.jpg"
1868,#84443c,,#84443c,,,,"https://api.nga.gov/iiif/5aabd016-748d-4f81-855d-7963dc5a62b4/full/!200,200/0/default.jpg"
1868,#ac8444,#cfaa8a,#714424,#8f7653,#aeac96,#4e3f29,"https://api.nga.gov/iiif/7a40a818-a8f3-48d1-a554-38b242353b6b/full/!200,200/0/default.jpg"
1869,#40a098,#90d0c4,#255e59,#988672,#d4cbb9,#3b3329,"https://api.nga.gov/iiif/798b462e-a54f-4750-bc2a-e96172576fcb/full/!200,200/0/default.jpg"
1869,#c38f6f,,#c38f6f,,,,"https://api.nga.gov/iiif/c648bb1a-4a20-43c1-8fa9-794c325a787a/full/!200,200/0/default.jpg"
1869,#984c2c,,#984c2c,,,,"https://api.nga.gov/iiif/aca3980f-d5bc-44cb-940d-791f9e8efc88/full/!200,200/0/default.jpg"
1869,#e39b0d,#f1c668,#6c2e15,#a4844c,,,"https://api.nga.gov/iiif/44d08af4-4807-40c0-9daf-f9dcbbe10486/full/!200,200/0/default.jpg"
1869,#ae8651,#dcc4b0,#7c5434,#8e836d,#c0af97,#533c34,"https://api.nga.gov/iiif/31f44e55-43ce-4581-939b-a0604d74b75c/full/!200,200/0/default.jpg"
1869,#c0b176,#c6bc7f,#7c3c34,#8c947c,#c1b98c,#454937,"https://api.nga.gov/iiif/5cf55c86-c394-4f98-98ac-e8080eb56fa3/full/!200,200/0/default.jpg"
1869,#b48c5c,#eee0b8,#573423,#96805d,#d8d1b1,#644f37,"https://api.nga.gov/iiif/0cf50763-ecf7-4c51-b70f-40de1187efba/full/!200,200/0/default.jpg"
1869,#b0b82c,#ddcaa4,#705216,#8e7d60,#ccccb1,#56482d,"https://api.nga.gov/iiif/a2a6be95-d196-4f0f-bbb1-89f6cdb49b54/full/!200,200/0/default.jpg"
1869,#c47c4c,#dcc4a4,#5e421f,#9b8567,#cfb99a,#785c3c,"https://api.nga.gov/iiif/e36f10fe-8366-4753-a447-a9467fb4de32/full/!200,200/0/default.jpg"
1869,#742c2c,,#742c2c,,,,"https://api.nga.gov/iiif/ca3735c4-e05f-4d74-818b-45c780a0db29/full/!200,200/0/default.jpg"
1869,#b78747,,#b78747,,,,"https://api.nga.gov/iiif/2db2e4a6-38b8-478f-b32f-fc7df78574bb/full/!200,200/0/default.jpg"
1869,#ac8444,#e2bb9d,#6a5033,#ac9367,#ba9d80,#544129,"https://api.nga.gov/iiif/9eb4ccbd-96c2-4799-a71d-209ad2950e24/full/!200,200/0/default.jpg"
1869,#ae8c50,#e6deba,#4e3f24,#7e7e6d,#cdc8a8,#2a424c,"https://api.nga.gov/iiif/8681fef5-68c8-4449-9a71-4722f0bc2899/full/!200,200/0/default.jpg"
1869,#b16439,,#b16439,,,,"https://api.nga.gov/iiif/860faa92-f025-4916-b90f-55b8dcfdc277/full/!200,200/0/default.jpg"
1869,#bc992d,,#bc992d,,,,"https://api.nga.gov/iiif/3b5e8786-b539-466a-be26-6b6d0d1e856d/full/!200,200/0/default.jpg"
1869,#e4ac34,#e6cea3,#5d3d22,#a59466,#c2b48d,#604e30,"https://api.nga.gov/iiif/2430a030-7bcd-4433-a59e-91cfc9ead186/full/!200,200/0/default.jpg"
1870,#815e2f,,#815e2f,,,,"https://api.nga.gov/iiif/e9543336-c733-422c-9c41-913f976218b9/full/!200,200/0/default.jpg"
1870,#a0ac40,#dec3a8,#563b28,#84755a,#c4b092,#4c3625,"https://api.nga.gov/iiif/4d9c630d-2545-46d9-8335-c1d0b1c086d4/full/!200,200/0/default.jpg"
1870,#d48414,#e1c670,#783c04,#bba364,#a4bc8c,#42502f,"https://api.nga.gov/iiif/53ee4651-d206-4927-ab97-080febc8d87c/full/!200,200/0/default.jpg"
1870,#98741f,#e6cd9e,#77561b,#917f54,#cac0b1,#5f4c2a,"https://api.nga.gov/iiif/ff85b5dc-6632-465f-a147-a2077fda92cb/full/!200,200/0/default.jpg"
1870,#c0c850,#ecdccc,#5e5510,#a79160,#dbccb9,#6f5f32,"https://api.nga.gov/iiif/9d955a6e-1a8c-41de-b28a-140a0d019e29/full/!200,200/0/default.jpg"
1870,#389824,#cfc09a,#6b5a2f,#9c8658,#bca880,#4e422e,"https://api.nga.gov/iiif/4bb653ec-5b4f-4c4b-b7ee-7c94ef4d5b79/full/!200,200/0/default.jpg"
1870,#b4c440,#e2cfaa,#7c5c1c,#9a906d,#c3c0a8,#51482a,"https://api.nga.gov/iiif/6a36e96e-dc93-4fac-a9e4-b203751db520/full/!200,200/0/default.jpg"
1870,#b19954,#bc8c64,#792c24,#767a6c,#c8aca0,#513c33,"https://api.nga.gov/iiif/2c964e55-3f80-43c3-a581-1d7a276b6d0f/full/!200,200/0/default.jpg"
1870,#4ca840,,#4ca840,,,,"https://api.nga.gov/iiif/3aabc076-e658-48c9-b48c-d6ce8a868bde/full/!200,200/0/default.jpg"
1870,#6c4c34,,#6c4c34,,,,"https://api.nga.gov/iiif/452e1836-9785-498f-a202-0fae2ddea167/full/!200,200/0/default.jpg"
1870,#ad9153,#ccb279,#a0823c,#ae9a64,#bcc4bc,#504c38,"https://api.nga.gov/iiif/720544de-0654-4239-8b4f-b2d20ca03cd2/full/!200,200/0/default.jpg"
1870,#b49c34,#d1c695,#5c4e2c,#a4ac8c,#b4bc95,#534d2e,"https://api.nga.gov/iiif/0d2988a3-7fab-4123-a6b9-31aea299f4b4/full/!200,200/0/default.jpg"
1870,#9e7a3d,#cc9474,#79570f,#a18756,#c0ae7f,#614a2c,"https://api.nga.gov/iiif/02c93594-a767-427c-86aa-756ee2ba1af8/full/!200,200/0/default.jpg"
1870,#aa8a39,,#aa8a39,,,,"https://api.nga.gov/iiif/6d5e3a01-e10d-4817-aae3-c1071d51e0cc/full/!200,200/0/default.jpg"
1870,#8f6440,#dcc4a4,#6a371c,#9f7957,#c2ae90,#624234,"https://api.nga.gov/iiif/f1e8637b-03bd-41ec-b660-09411d8a194b/full/!200,200/0/default.jpg"
1870,#c48c3c,#ba9d5f,#653825,#a98361,#bda17f,#3c1c1c,"https://api.nga.gov/iiif/183eace1-0fdc-46be-9fa7-8c833c568919/full/!200,200/0/default.jpg"
1871,#bfad3f,,#bfad3f,,,,"https://api.nga.gov/iiif/365b5dfe-d315-4c52-9fed-e68b307f9ac0/full/!200,200/0/default.jpg"
1871,#8f783f,#f1b88c,#624d2b,#a8975e,#cdc49f,#4c3e2a,"https://api.nga.gov/iiif/441d8a7b-c340-4ebe-a5fc-27d529af82ce/full/!200,200/0/default.jpg"
1871,#ac9444,#d79297,#342117,#946f6e,#b98c8e,#54412f,"https://api.nga.gov/iiif/0dde1c3c-6c08-431d-85e2-7288c2c93f26/full/!200,200/0/default.jpg"
1871,#916129,,#916129,,,,"https://api.nga.gov/iiif/87b960fb-4699-4e53-9964-f5ce5808f936/full/!200,200/0/default.jpg"
1871,#70ccb0,#e4d7c4,#64542c,#8c7a54,#dcd1c0,#433126,"https://api.nga.gov/iiif/4cecf562-4ced-4cfa-92bf-b6a32ce4cff3/full/!200,200/0/default.jpg"
1871,#c48c3c,#ca8c84,#6c571b,#878c74,#ae7c74,#6a5830,"https://api.nga.gov/iiif/0a11bd7a-9993-4e27-939d-dc264bb2cba4/full/!200,200/0/default.jpg"
1871,#c08028,#c4965e,#6c5c1c,#ae8b5d,#ccbe9c,#5f4f35,"https://api.nga.gov/iiif/c13e1976-3a6a-4153-8093-e7d9aed43c12/full/!200,200/0/default.jpg"
1871,#bc7a39,,#bc7a39,,,,"https://api.nga.gov/iiif/0072e45c-c9ef-48ac-b4dd-b5994cf5546c/full/!200,200/0/default.jpg"
1872,#936c12,#e0cca0,#6d4709,#b29650,#c0b18e,#7c643c,"https://api.nga.gov/iiif/ad77030c-3690-4f50-a062-e762e23c393b/full/!200,200/0/default.jpg"
1872,#9c7c44,,#9c7c44,,,,"https://api.nga.gov/iiif/d3fd7cec-c658-469c-9db4-69522a38afcd/full/!200,200/0/default.jpg"
1872,#ac482c,#d49474,#583014,#988259,#ccbda4,#4f4029,"https://api.nga.gov/iiif/23258d7c-8652-449a-924c-554e3c09d80d/full/!200,200/0/default.jpg"
1872,#caaa4b,#cdbe79,#114d1f,#b7ba89,#c3c48d,#456933,"https://api.nga.gov/iiif/864a6ff6-e641-401a-aab9-729cdcc31892/full/!200,200/0/default.jpg"
1872,#a3804c,#ddc89f,#4f241d,#a8875e,#c0b799,#63523f,"https://api.nga.gov/iiif/488a47b9-b277-47ac-98d7-cfea0dda0391/full/!200,200/0/default.jpg"
1872,#bc4498,#e3c99c,#64501c,#95815c,#b1c0c1,#4b3b25,"https://api.nga.gov/iiif/388d34c4-2515-480f-8184-424ed1a758a7/full/!200,200/0/default.jpg"
1872,#489c90,#c49c80,#483c88,#bc947c,#bcb9aa,#48413b,"https://api.nga.gov/iiif/9a6b05c3-5d08-4bd6-b1c5-214682fc8d7e/full/!200,200/0/default.jpg"
1872,#cc4474,#f7c47a,#6e4d22,#a4855e,#ccb49c,#2f281c,"https://api.nga.gov/iiif/d5d2e9fe-0964-4067-8e2f-23a45fea5f7d/full/!200,200/0/default.jpg"
1872,#98792e,,#98792e,,,,"https://api.nga.gov/iiif/52c738cd-6ff3-457c-98cf-f7ddfe879492/full/!200,200/0/default.jpg"
1872,#c8a88b,#d4b290,#59412a,#b89c83,#ccc4ba,#6f6159,"https://api.nga.gov/iiif/0408957a-17a2-49d8-96dd-f3ee2acb77b3/full/!200,200/0/default.jpg"
1872,#80b838,,#80b838,,,,"https://api.nga.gov/iiif/c6780a7f-2720-433c-9562-552c996c6d04/full/!200,200/0/default.jpg"
1872,#7ca8c0,#89b4cc,#2b4959,#8b8c7c,#afc2c2,#48453a,"https://api.nga.gov/iiif/73069488-cbc0-412b-a9fd-8094e24e2915/full/!200,200/0/default.jpg"
1872,#3c98a0,#94c3e2,#245b60,#948165,#b6cdd6,#78705a,"https://api.nga.gov/iiif/73f10a5d-7d60-4d8f-916e-1ad76ef25421/full/!200,200/0/default.jpg"
1872,#ccae8c,#ceb595,#5b4328,#a85c90,#c4c4b4,#5f5d34,"https://api.nga.gov/iiif/fc7081c4-1dcb-4436-84e8-3ea0dd73ee1f/full/!200,200/0/default.jpg"
1872,#6496c6,#eee1b6,#234859,#71807a,#a3bac2,#2c4958,"https://api.nga.gov/iiif/56303f18-6101-4d5d-9b03-20b58d657afa/full/!200,200/0/default.jpg"
1872,#b48c5c,,#b48c5c,,,,"https://api.nga.gov/iiif/94c31f42-4c02-483a-9d70-ee9d8534f4e5/full/!200,200/0/default.jpg"
1872,#a0a838,#d6cca0,#54341a,#ac8c5c,#ccc4a0,#443724,"https://api.nga.gov/iiif/4e1c9d12-3f6c-4290-81d4-358b2c0682c7/full/!200,200/0/default.jpg"
1872,#946c34,#ddc99f,#624722,#c0b088,#c4c4b0,#524a36,"https://api.nga.gov/iiif/31f31ddd-bc7a-46e2-a3f5-ccb23873b60c/full/!200,200/0/default.jpg"
1872,#bc9c54,#e8d9c8,#716d21,#908767,#cfc6b6,#4f542e,"https://api.nga.gov/iiif/6b9afa63-72ca-4160-8b92-38b8372d4544/full/!200,200/0/default.jpg"
1872,#64a0c0,#64a0c0,#264a5e,#86715f,#b1c3cc,#595448,"https://api.nga.gov/iiif/94413b0f-688f-4cf4-9a08-f52e836faab4/full/!200,200/0/default.jpg"
1872,#c844ac,#eaa99f,#847434,#90854c,#bec0b9,#304147,"https://api.nga.gov/iiif/93d0b993-6291-44bc-bd2f-4b5b35e31473/full/!200,200/0/default.jpg"
1872,#a47c4c,#ddccb6,#5a4429,#9f8868,#d4c8b9,#5c5142,"https://api.nga.gov/iiif/b74f7de3-fb66-406b-80b9-3a8381097bf6/full/!200,200/0/default.jpg"
1873,#b76847,,#b76847,,,,"https://api.nga.gov/iiif/406b5d56-d196-4bb0-b2e0-5a2f6fd52d0a/full/!200,200/0/default.jpg"
1873,#345981,#e5d6c8,#84643c,#5a7690,#c3c3ba,#2f4456,"https://api.nga.gov/iiif/3c501c01-f1eb-42be-ac8f-21e06527c687/full/!200,200/0/default.jpg"
1873,#b13c09,#e5c891,#6c240c,#ac945c,,,"https://api.nga.gov/iiif/467b3ed9-5955-4809-a000-c2c5894e4432/full/!200,200/0/default.jpg"
1873,#b49454,#d4bf97,#306751,#8a8f6b,#d7cfad,#44624d,"https://api.nga.gov/iiif/f787246b-badc-4a5a-90b9-16b727c7fea1/full/!200,200/0/default.jpg"
1873,#a45434,#e0d3ba,#4c2c14,#877c69,#cec3ac,#594233,"https://api.nga.gov/iiif/67379c7a-3255-40a9-8716-13af1c46356a/full/!200,200/0/default.jpg"
1873,#dab185,#ecc28d,#623911,#947f68,#c19e84,#58402f,"https://api.nga.gov/iiif/600fb1fc-c22e-4cb1-a6c1-74044a9fc705/full/!200,200/0/default.jpg"
1873,#94743c,,#94743c,,,,"https://api.nga.gov/iiif/4196f97b-1edb-4fae-aa9f-882afe35978b/full/!200,200/0/default.jpg"
1873,#ac5c4c,#e4c4ac,#63472f,#9c8b68,#c5a587,#76573e,"https://api.nga.gov/iiif/fea92cca-bb1f-4774-ac7c-b1b114719234/full/!200,200/0/default.jpg"
1873,#bc502c,#dcd4ac,#564426,#8c825f,#d4ccba,#7c6a43,"https://api.nga.gov/iiif/3c7329d7-5753-4228-a465-50e6399866e9/full/!200,200/0/default.jpg"
1873,#6cb434,#e4dcc5,#62472d,#958364,#dcdccc,#543c27,"https://api.nga.gov/iiif/d8f03e63-5d23-4db8-931b-35d82e8233f4/full/!200,200/0/default.jpg"
1873,#896136,#c8bc8a,#4c2404,#a69d7a,#bcaf82,#57412c,"https://api.nga.gov/iiif/7349411e-b7c9-4739-95c9-bd541af9aca6/full/!200,200/0/default.jpg"
1873,#cc9c64,#dcc492,#634420,#989665,#b4ccd1,#85895c,"https://api.nga.gov/iiif/30176908-83b2-4f53-9e84-1af98c8db759/full/!200,200/0/default.jpg"
1873,#7c5539,,#7c5539,,,,"https://api.nga.gov/iiif/04b7a6be-32cb-482f-a9bb-c8c54b750a03/full/!200,200/0/default.jpg"
1874,#ba9344,#ddd1b4,#4c3c1c,#7c9d8e,#bfcab9,#2e5441,"https://api.nga.gov/iiif/a0d45209-46bf-49c4-a6ba-8c0a1e1ea482/full/!200,200/0/default.jpg"
