Begin Year,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,Image URL
1480,"#ad7651",,,,,,"https://api.nga.gov/iiif/59bd6daf-b3ff-4236-b97d-6c02f1493ebf/full/!200,200/0/default.jpg"
1894,"#ccb994",,,,,,"https://api.nga.gov/iiif/c5040cb5-e48f-45e9-9a2d-fa6c38db49f8/full/!200,200/0/default.jpg"
1560,"#913011","#f4d194","#742a0e","#8c7d59","#bcae80","#59523c","https://api.nga.gov/iiif/b6f187a4-7c28-4347-a465-f296cbe6b2c7/full/!200,200/0/default.jpg"
1500,"#b4744c","#d0af8c","#5c351c","#ad8060","#bf957c","#6c4533","https://api.nga.gov/iiif/5293fa44-cd31-4533-a414-7c2ae9d44f21/full/!200,200/0/default.jpg"
1500,"#b8b44c",,,,,,"https://api.nga.gov/iiif/ff5bb9f0-cd5c-41e2-965f-39057c58c688/full/!200,200/0/default.jpg"
1622,"#c86448","#ecdcbc","#652e1e","#948064","#d0bca4","#4c442c","https://api.nga.gov/iiif/299a7ca9-21b6-41bc-8ddf-dc5a08e20757/full/!200,200/0/default.jpg"
1880,"#ceac84","#d1b08c","#5e4425","#a38464","#c3a47c","#735948","https://api.nga.gov/iiif/044cd8cb-540d-45b0-85bc-994b851cf1bf/full/!200,200/0/default.jpg"
1896,"#f06f46","#efae8a","#7a2509","#ac7258","#d4c2a8","#4b5355","https://api.nga.gov/iiif/20a02138-36e5-426c-b0e9-3e299a9e435e/full/!200,200/0/default.jpg"
1592,"#74bc54","#f4e4cc","#375f25","#93846c","#d0c0a7","#5a4c40","https://api.nga.gov/iiif/2c14dc68-d568-40c8-9bc6-896b66e53314/full/!200,200/0/default.jpg"
1662,"#a4ac28","#e4dcc4","#a02830","#a1a28e","#d9cbbb","#414039","https://api.nga.gov/iiif/bb94795e-4f29-41f2-87e9-70cd541f6951/full/!200,200/0/default.jpg"
1852,"#ccb28a","#dcbf97","#5c4728","#ac9372","#c2ac86","#645444","https://api.nga.gov/iiif/d03d6770-e41e-4a12-b618-9b6abf439f44/full/!200,200/0/default.jpg"
1500,"#945c34",,,,,,"https://api.nga.gov/iiif/2bb39fae-6457-4ab1-978f-7788f68a4ea7/full/!200,200/0/default.jpg"
1500,"#c8b07c","#c8b07c","#5d4c27","#847c74","#beb4a4","#726960","https://api.nga.gov/iiif/9df5939c-186e-4930-8ad5-50f99459644b/full/!200,200/0/default.jpg"
1837,"#98cc7c","#e4dcc4","#395f25","#9b8d79","#dcd4bc",,"https://api.nga.gov/iiif/1ae7db44-33ee-47b7-8904-8350ac8fe723/full/!200,200/0/default.jpg"
1845,"#aeae50",,,,,,"https://api.nga.gov/iiif/08738d01-f59e-463f-91c5-80aeae3c9472/full/!200,200/0/default.jpg"
1450,"#c09b3b",,,,,,"https://api.nga.gov/iiif/32848139-e73b-4808-bfff-a4e9e188d39e/full/!200,200/0/default.jpg"
1628,"#c46458","#ecdcc4","#612922","#988978","#d4c4ae","#7e7060","https://api.nga.gov/iiif/f96bb1e4-c9f1-4672-a486-250605497238/full/!200,200/0/default.jpg"
1838,"#d48c5c","#f4e4c4","#683a1b","#a07e60","#d4c0a4","#4b453f","https://api.nga.gov/iiif/f8429068-962a-48cf-a0ec-4492f540645c/full/!200,200/0/default.jpg"
1622,"#d47460","#fcecd4","#68291c","#8c7e6d","#d1c1ad","#625849","https://api.nga.gov/iiif/d86411ee-7359-4331-b9e3-592f071ae343/full/!200,200/0/default.jpg"
1500,"#9c2c6c","#cdae75","#604016","#9e8459","#a49c9b","#645434","https://api.nga.gov/iiif/d3838a7b-6252-4a07-9cbb-a6c1ad8f5692/full/!200,200/0/default.jpg"
1550,"#bf6f3f",,,,,,"https://api.nga.gov/iiif/65643021-5b2f-4cb7-b810-c5e585477b1b/full/!200,200/0/default.jpg"
1782,"#b0c460","#ebdec7","#546023","#a1947f","#cabca5","#4c443b","https://api.nga.gov/iiif/3984152c-f474-4038-9a03-ea63f8e484d4/full/!200,200/0/default.jpg"
1797,"#b05848","#dcccb4","#5e2f26","#8a7b69","#d4c4ac","#605245","https://api.nga.gov/iiif/71ffc9ea-c64e-4fe8-90ec-87307705977a/full/!200,200/0/default.jpg"
1837,"#d47cac","#f4dcbc","#632045","#978670","#d4c0a0","#766856","https://api.nga.gov/iiif/dc5acf37-8fcc-4241-8084-7cdf765438a7/full/!200,200/0/default.jpg"
1837,"#c8b884","#c8b884","#5b4f28","#bca488","#c4b494","#7e684f","https://api.nga.gov/iiif/50f1ae24-29b5-4bf3-9512-6bc191bae3a7/full/!200,200/0/default.jpg"
1837,"#e4b451","#fcecdc","#725311","#b16953","#d6ccae","#6d6039","https://api.nga.gov/iiif/e33769dd-3f79-4a21-a035-c722c45de7dc/full/!200,200/0/default.jpg"
1800,"#c4a382","#cdb090","#5a422a","#947f69","#b0977b","#4c413a","https://api.nga.gov/iiif/526e17f3-c73a-4f68-aedc-5e4cd4d6dac3/full/!200,200/0/default.jpg"
1880,"#d884a8","#ecd4b4","#641f3d","#9f8464","#c4d0a8","#8c7454","https://api.nga.gov/iiif/a5f90c9f-f6b6-4d79-bec8-5d3aa4beffba/full/!200,200/0/default.jpg"
1500,"#a4403c",,,,,,"https://api.nga.gov/iiif/2cc4aab5-463f-444d-9b4b-2272b60c2c76/full/!200,200/0/default.jpg"
1480,"#64b8a0","#dcccac","#295a4c","#988874","#d4c1a2","#4c423a","https://api.nga.gov/iiif/451c492b-fa41-4214-a1a5-8074aa90ca4f/full/!200,200/0/default.jpg"
1500,"#a87749","#dbc69b","#8a2c20","#aa9065","#b8a77d","#58442a","https://api.nga.gov/iiif/b74c5e03-5803-4767-943c-63d22706885e/full/!200,200/0/default.jpg"
1887,"#e0c880","#dcc49c","#6a561a","#9d8567","#d4bc9c",,"https://api.nga.gov/iiif/949d95f9-8a73-43b3-95c4-946ae61a68ac/full/!200,200/0/default.jpg"
1896,"#d8745c","#f4cc9c","#6a2919","#a48464","#bb9d77","#706050","https://api.nga.gov/iiif/208c2aee-8392-4f00-adb1-49e8e0fbba73/full/!200,200/0/default.jpg"
1879,"#e0c468","#eccca4","#6e5916","#9f8466","#ccd8a8",,"https://api.nga.gov/iiif/859079ef-b0aa-48fb-874d-de42c4c79d34/full/!200,200/0/default.jpg"
1656,"#9c3c7c","#d4c4a5","#443878","#8c7c6c","#d1bca4","#3e3630","https://api.nga.gov/iiif/7e8f734f-94ca-43b0-9a06-5940b892df00/full/!200,200/0/default.jpg"
1475,"#b47647","#e8d7bc","#875c2a","#947e61","#c4b08e","#624236","https://api.nga.gov/iiif/1aaee26a-b56f-42ae-a53b-4836187f9f3c/full/!200,200/0/default.jpg"
1837,"#68b8a0","#ecdcbc","#2a5a4b","#9c8d77","#d3c4ac","#5c4c44","https://api.nga.gov/iiif/e469f40e-b862-4e89-a522-8e0534077f82/full/!200,200/0/default.jpg"
1873,"#70b04c","#e4cba4","#3a5c27","#a08c71","#ccb494","#544434","https://api.nga.gov/iiif/da51ba6e-e737-44b6-bbf8-b284642c9ffb/full/!200,200/0/default.jpg"
1894,"#b84c40","#dcbc9c","#622822","#8d7b67","#d4bb9c","#362e2b","https://api.nga.gov/iiif/0682b7e7-587d-4b55-8578-8973330fedff/full/!200,200/0/default.jpg"
1837,"#dcd478","#ecdcbc","#69631b","#a6957c","#dcccae",,"https://api.nga.gov/iiif/2ecce147-1c94-4225-a831-f03c1dd31d9b/full/!200,200/0/default.jpg"
1825,"#bc4c44","#dc948c","#154508","#997650","#ceb798","#5c5034","https://api.nga.gov/iiif/a479736f-542b-4c45-ba02-06f98ec448e1/full/!200,200/0/default.jpg"
1540,"#b26e4c",,,,,,"https://api.nga.gov/iiif/99ba2597-2274-4171-a922-c5400e3803ed/full/!200,200/0/default.jpg"
1878,"#d8c478","#fcecd4","#66571d","#c4b49c","#ccbca4",,"https://api.nga.gov/iiif/aac7466b-1d7b-428b-952d-a429e238054c/full/!200,200/0/default.jpg"
1890,"#ccb493","#d4bca4","#5a462a","#c4ac92","#ccb49c",,"https://api.nga.gov/iiif/787aef63-502c-45fa-97d7-0d1a9c479d38/full/!200,200/0/default.jpg"
1400,"#808030",,,,,,"https://api.nga.gov/iiif/aa7f1c3d-f08d-425f-9183-4f2ce719e518/full/!200,200/0/default.jpg"
1837,"#c4a27d","#ecd4b4","#5b4329","#a18864","#d1c3a4","#55443a","https://api.nga.gov/iiif/0a56f71d-b0dc-4adb-aadd-9edc0f13ff0a/full/!200,200/0/default.jpg"
1850,"#c45cb8","#fcf4ec","#61235a","#5c58b4","#c8c1b6","#4e4844","https://api.nga.gov/iiif/6549e329-b307-4f82-897a-e75da7a578ed/full/!200,200/0/default.jpg"
1610,"#9c7034",,,,,,"https://api.nga.gov/iiif/89012798-e612-4370-826a-16a46ca75dc1/full/!200,200/0/default.jpg"
1837,"#d0bc94","#e4cca4","#5c4a28","#9b886e","#d4bd9c",,"https://api.nga.gov/iiif/1ab1c41f-58a5-463d-abd4-2ab1b651064c/full/!200,200/0/default.jpg"
1845,"#c0d07c","#c0d07c","#556123","#585ca4","#c4bcb4","#595f5e","https://api.nga.gov/iiif/575db3b8-979d-4486-85f3-1089dd09aebc/full/!200,200/0/default.jpg"
1800,"#b4b03c",,,,,,"https://api.nga.gov/iiif/a0614237-9758-4a9a-8cd0-990399352055/full/!200,200/0/default.jpg"
1800,"#ccc094","#fcf4e4","#594f2a","#9f8d55","#d4ccad",,"https://api.nga.gov/iiif/4350385f-1eb1-4056-ac94-ae892a14673a/full/!200,200/0/default.jpg"
1847,"#58b4a4","#f4e4d0","#295b52","#a19485","#d4c4af","#46403c","https://api.nga.gov/iiif/47a56b1d-3a28-4fd9-9e5f-e7696db5e6e1/full/!200,200/0/default.jpg"
1870,"#cccc64","#fcf4e4","#636320","#867d73","#cdc5ba","#554b48","https://api.nga.gov/iiif/de316bff-c329-4196-88ca-b54de0078cf6/full/!200,200/0/default.jpg"
1837,"#b2845c","#e4bc96","#895c40","#ac7a53","#d4bca1","#7b543c","https://api.nga.gov/iiif/bc4e397c-002e-429c-a138-808182303197/full/!200,200/0/default.jpg"
1837,"#d4b48e","#f3dab1","#604424","#a68f71","#c5ab88","#4c443b","https://api.nga.gov/iiif/04f70c24-26e2-4ba1-b6c4-a1018dfa0b89/full/!200,200/0/default.jpg"
1837,"#ccac84","#ecd4ac","#5d4526","#ac946e","#bcd0b0",,"https://api.nga.gov/iiif/fb4fb93b-4130-4716-9d10-3b59fdf01625/full/!200,200/0/default.jpg"
1593,"#ac9848","#d4bca4","#589844","#b4a48d","#ccbca4","#5a5046","https://api.nga.gov/iiif/c01d6d98-7659-4427-934c-dcb797b5299f/full/!200,200/0/default.jpg"
1470,"#912319",,,,,,"https://api.nga.gov/iiif/55a76d0a-3330-4e25-bb6d-256f90cea3a2/full/!200,200/0/default.jpg"
1858,"#c0c460","#e9d4b8","#5e6023","#a38a6d","#d4c4a4","#5c4c42","https://api.nga.gov/iiif/b9adde51-04f5-4e67-86dc-e52aa501f75d/full/!200,200/0/default.jpg"
1450,"#b47c54","#f4e4c4","#5c3d28","#9b866a","#cab99f","#8b684b","https://api.nga.gov/iiif/76f982fd-22cb-4fdd-a8e6-4b148cf4ff67/full/!200,200/0/default.jpg"
1896,"#d08070","#ecdcc5","#632b20","#948778","#d4c4ac","#7c6c5c","https://api.nga.gov/iiif/8b600629-53b6-4992-a206-3a10cc34eaa2/full/!200,200/0/default.jpg"
1400,"#ac7f52",,,,,,"https://api.nga.gov/iiif/1ce3dea9-1f7b-4156-995c-e13e2855c107/full/!200,200/0/default.jpg"
1887,"#d4c464","#ecd0aa","#675d1c","#947e64","#d4cca0",,"https://api.nga.gov/iiif/ccfbce65-7590-4fc9-a8c1-cf54881b2012/full/!200,200/0/default.jpg"
1821,"#c06c58","#d4bc9c","#602f24","#ccb999","#d3c49c","#5c5444","https://api.nga.gov/iiif/1e2fca99-9b7e-4170-83d2-894b8082cae8/full/!200,200/0/default.jpg"
1528,"#c0a84c","#d4bca4","#625422","#938270","#ccbca1","#544434","https://api.nga.gov/iiif/66de71a7-380e-43e3-8db0-1c0692973d96/full/!200,200/0/default.jpg"
1475,"#c48040","#c7936e","#741c44","#ac7c56",,,"https://api.nga.gov/iiif/2268d4c9-1f65-46d6-a79a-769f75747e83/full/!200,200/0/default.jpg"
1592,"#a89038","#d4bca4","#408c30","#948372","#d4c4ac","#433c33","https://api.nga.gov/iiif/7fd77bc3-9485-422f-9487-f6eb6bda9218/full/!200,200/0/default.jpg"
1895,"#aa8240","#d7c695","#946830","#ac8553","#c2b394","#3c3520","https://api.nga.gov/iiif/47be487b-b414-4a14-949b-142ba8336779/full/!200,200/0/default.jpg"
1853,"#d0b44c","#f4d4ac","#69581b","#9c8463","#c4a484","#5c4c40","https://api.nga.gov/iiif/66c85c91-04a8-419f-99cd-3757b0a6632d/full/!200,200/0/default.jpg"
1858,"#ac483c","#dbc49e","#50983c","#94846a","#ccb594","#4c413a","https://api.nga.gov/iiif/2847b93d-d298-4a13-a61e-77fafc9c935e/full/!200,200/0/default.jpg"
1845,"#64bc5c","#f4ecdc","#2b5d26","#a1988d","#cec2b3","#4a4a46","https://api.nga.gov/iiif/256f58a5-2b46-4ef1-a5ab-84fde7f8c14b/full/!200,200/0/default.jpg"
1887,"#bcd080","#f4dcbb","#516023","#b69e7e","#d4c4a4",,"https://api.nga.gov/iiif/5aa15d7d-0bff-4236-a5c5-3875f3b19e47/full/!200,200/0/default.jpg"
1837,"#ccb18c","#f4dcbc","#5b4628","#a49076","#c8b294","#4c433c","https://api.nga.gov/iiif/f4ac256b-7315-406a-b8e5-b4529f76096e/full/!200,200/0/default.jpg"
1859,"#d8bc60","#ecd4ac","#6a571a","#9e886c","#d3bb9c","#6d5d48","https://api.nga.gov/iiif/954f7602-ef3f-4c9b-90da-b2d6d08b69f6/full/!200,200/0/default.jpg"
1475,"#946340","#d4b464","#981c3c","#99744e",,,"https://api.nga.gov/iiif/614fcbe8-c263-4ca8-a92f-b131b5338c12/full/!200,200/0/default.jpg"
1837,"#d4b860","#f4dcb4","#68551c","#8b7861","#d4c4a4","#726252","https://api.nga.gov/iiif/9d924c00-e179-45bb-9b6b-377d168d6187/full/!200,200/0/default.jpg"
1782,"#b0548c","#dbcab0","#5a2947","#908471","#bcac94","#665d50","https://api.nga.gov/iiif/01f74f99-47a3-495d-9a70-71bbfabe7da6/full/!200,200/0/default.jpg"
1808,"#ccaa84","#d3b99a","#5d4326","#988169","#b69c7d","#6c5c51","https://api.nga.gov/iiif/9b7f7001-270a-468d-96a1-a2c21d8a65e3/full/!200,200/0/default.jpg"
1505,"#827d33","#d7c695","#575f1e","#b09c66","#c9c9ae","#3a4425","https://api.nga.gov/iiif/a359b593-9755-47be-8714-7702b7febf43/full/!200,200/0/default.jpg"
1700,"#c8c080","#fcecd1","#5c5628","#a4947c","#d2c4a8","#796f5c","https://api.nga.gov/iiif/1312b949-00cc-4976-81cd-0fc6e34de754/full/!200,200/0/default.jpg"
1613,"#785824",,,,,,"https://api.nga.gov/iiif/35bd1c69-9e24-43d6-b63e-d381b7733822/full/!200,200/0/default.jpg"
1600,"#b44c8c","#e8d490","#50a040","#a39475","#cbbca0","#4c443c","https://api.nga.gov/iiif/9739ab9c-fd3c-493d-ad7f-0cdf662b1dae/full/!200,200/0/default.jpg"
1815,"#ac703a","#dcae84","#594229","#b07a4e","#d8cab4","#2f2721","https://api.nga.gov/iiif/4b3603f3-e765-4a26-93bc-4af1c26cf103/full/!200,200/0/default.jpg"
1837,"#c85c48","#e4cca4","#65291e","#9a8462","#d4c49c","#514136","https://api.nga.gov/iiif/c42e0c68-525d-4d07-a08f-84b518e5483d/full/!200,200/0/default.jpg"
1884,"#a84488","#dcccb4","#5e264c","#9c8468","#cdc2ac","#46342d","https://api.nga.gov/iiif/cdf10493-61a3-498c-bab2-50edac0c77cf/full/!200,200/0/default.jpg"
1490,"#b8a450","#d4c4a4","#5e5326","#c4ac94","#ccb499","#594e41","https://api.nga.gov/iiif/f8b815f3-6d28-4713-a438-974249797105/full/!200,200/0/default.jpg"
1833,"#ccb494","#d4b89c","#59452a","#c4ac94","#ccb49c",,"https://api.nga.gov/iiif/bfbd55f1-55ea-4fe3-b186-0f6260ac9232/full/!200,200/0/default.jpg"
1400,"#708434",,,,,,"https://api.nga.gov/iiif/24eb8d93-1c92-42d7-a858-9faedef67135/full/!200,200/0/default.jpg"
1837,"#bc8963","#ccac84","#5c3e27","#ac8462","#b38b6c",,"https://api.nga.gov/iiif/d581b247-cdca-4950-bbcc-0e1f3ce6652e/full/!200,200/0/default.jpg"
1893,"#d068b8",,,,,,"https://api.nga.gov/iiif/f87879f6-48be-4401-8dee-5466519b5aab/full/!200,200/0/default.jpg"
1500,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/325efc1f-414d-4be0-bba4-5636f9430196/full/!200,200/0/default.jpg"
1812,"#c49c6c","#e9d3b6","#5e4425","#a28061","#d7bca4","#543c33","https://api.nga.gov/iiif/9b996769-c3e4-4fe0-83b5-f0aee9dfa02c/full/!200,200/0/default.jpg"
1500,"#dca860","#d9c4a2","#6c4917","#9d846c","#c8b191","#615042","https://api.nga.gov/iiif/31bb89cf-5867-4652-9d15-5fbf898687d3/full/!200,200/0/default.jpg"
1500,"#4cb448",,,,,,"https://api.nga.gov/iiif/cb7bc8f6-5192-486f-a7d7-c913e76b1a28/full/!200,200/0/default.jpg"
1890,"#ccb850","#f4e4c4","#665a1d","#94846c","#d6c4a4","#423c37","https://api.nga.gov/iiif/8bb63809-8597-4aaa-b5e9-4083d0daad4c/full/!200,200/0/default.jpg"
1837,"#d0806c","#ecdcbc","#642d20","#94856f","#d4c4a3","#7c6c5c","https://api.nga.gov/iiif/5f32d9f4-702d-46ee-a6b8-c7139f0da178/full/!200,200/0/default.jpg"
1500,"#d42a63",,,,,,"https://api.nga.gov/iiif/8b1f39d8-d4ab-40be-b847-46bacf40e887/full/!200,200/0/default.jpg"
1775,"#d46c5c","#fcecd4","#68251b","#837768","#d2c4ac","#584f47","https://api.nga.gov/iiif/21d6b0fc-dfcd-44b5-a1ad-2d1b7db83e2b/full/!200,200/0/default.jpg"
1835,"#4cbca0","#f9d999","#04141b","#a78c66","#bc8c6c","#342c24","https://api.nga.gov/iiif/6b86674b-c890-47f4-8782-7c875bba5c21/full/!200,200/0/default.jpg"
1609,"#a84c40",,,,,,"https://api.nga.gov/iiif/20607678-799a-4d6c-9eef-74585e5b1815/full/!200,200/0/default.jpg"
1490,"#d0bc54","#f4e4c6","#685b1c","#a89985","#d7c7ab","#54443a","https://api.nga.gov/iiif/41c1883d-1fcb-4b72-ae2d-3a24b59c16e6/full/!200,200/0/default.jpg"
1837,"#ccb494","#f8e9cd","#59452a","#a7977e","#d1c0a1","#3c3434","https://api.nga.gov/iiif/bcac4e96-ca49-47f3-b722-e475a561d7fa/full/!200,200/0/default.jpg"
1894,"#c4a484","#f4dcb4","#59422a","#94846c","#ccb49c",,"https://api.nga.gov/iiif/c7852d36-5f21-4268-b24d-3debbe564a16/full/!200,200/0/default.jpg"
1834,"#a0c460","#ece4cb","#4a6023","#887e68","#e4dcc3","#676559","https://api.nga.gov/iiif/53dab505-4671-49d5-aa25-15d8c7d91f83/full/!200,200/0/default.jpg"
1550,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/5071294d-e0dd-4035-afc1-976adbea58ea/full/!200,200/0/default.jpg"
1845,"#58bc50","#fcf4eb","#295f24","#847c74","#c8c0b7","#45403f","https://api.nga.gov/iiif/ade6c867-2dc1-4d2c-8ea0-c27a85f7219e/full/!200,200/0/default.jpg"
1400,"#c88ca0","#ccac94","#592a3a","#9c846d","#d2bfa4","#6a5948","https://api.nga.gov/iiif/ab107ab5-58a8-42cd-b250-b480a0cefc88/full/!200,200/0/default.jpg"
1500,"#c0c064","#d4b898","#5e5e26","#93846c","#c5b193","#5a524c","https://api.nga.gov/iiif/a2f17356-91a9-4ed1-8038-ba5728ae2ef0/full/!200,200/0/default.jpg"
1837,"#c48c6c","#fcecd4","#5e3a25","#ac8869","#cfbda4","#684c38","https://api.nga.gov/iiif/c4d0647f-37ea-40a7-99fd-a93457809a85/full/!200,200/0/default.jpg"
1500,"#c8c050","#e4cca4","#64601f","#a38e72","#ccb490","#70614f","https://api.nga.gov/iiif/a81bfb16-92c0-4ded-a4ca-8c595e846d06/full/!200,200/0/default.jpg"
1500,"#b8cc60","#dcccac","#576420","#847465","#c5b9a3","#544c44","https://api.nga.gov/iiif/b4e42299-1a5e-4cda-8203-0dc0aad4dd88/full/!200,200/0/default.jpg"
1895,"#84c064","#fceccb","#395e26","#a89984","#d4c4a4","#7e7464","https://api.nga.gov/iiif/0b198a82-60ae-497b-a173-a3e798914ab0/full/!200,200/0/default.jpg"
1725,"#e4ac54","#d29f7c","#7e1323","#857367","#d7bfb2","#623435","https://api.nga.gov/iiif/c8262ea7-2ca6-4792-9e52-a1890f6233e6/full/!200,200/0/default.jpg"
1500,"#7c502c",,,,,,"https://api.nga.gov/iiif/87a2919b-b9e3-4746-b134-d69160f8dcfe/full/!200,200/0/default.jpg"
1837,"#88c064","#ecdcbd","#3c5e26","#8f7e68","#d8c4a5",,"https://api.nga.gov/iiif/b5425228-a4b6-4b29-a7ee-e994b34edc91/full/!200,200/0/default.jpg"
1880,"#c8a850","#dcc4a4","#64521f","#a38c70","#ccb495","#5c4c40","https://api.nga.gov/iiif/7e2c8afd-f854-42d1-982e-b0eadee84d3e/full/!200,200/0/default.jpg"
1593,"#c0649c","#e4d4bc","#5e2648","#b8a88f","#d4c4ac","#615546","https://api.nga.gov/iiif/715e8795-de2b-4c9d-877f-45b919ea7c44/full/!200,200/0/default.jpg"
1836,"#b4741c","#e1d191","#5e1e04","#a69664","#c7c08f","#644a2c","https://api.nga.gov/iiif/b898997c-b05d-474f-aca9-c8a24b667d80/full/!200,200/0/default.jpg"
1470,"#aabb44",,,,,,"https://api.nga.gov/iiif/0be5a4fa-e717-4ba4-a8ef-ddabbc7b62d5/full/!200,200/0/default.jpg"
1837,"#98c450","#fcecd3","#715434","#928161","#c5c7b4","#7a6a4d","https://api.nga.gov/iiif/907401ba-1070-4e83-b6a0-bfc945b5ac8d/full/!200,200/0/default.jpg"
1470,"#6d4c32",,,,,,"https://api.nga.gov/iiif/a1c015bb-2182-4485-889e-5d7377cc83a4/full/!200,200/0/default.jpg"
1849,"#c860b4","#f4ecdc","#622256","#8c8474","#d9cdbb","#49413e","https://api.nga.gov/iiif/c03f9b1f-7b9a-4cd0-a407-dc0063fa3bd0/full/!200,200/0/default.jpg"
1617,"#c87c4a","#e6ad71","#6c341c","#8c7c6c",,,"https://api.nga.gov/iiif/25ea50d3-e463-4eda-a663-6908b5d24979/full/!200,200/0/default.jpg"
1575,"#902c8c",,,,,,"https://api.nga.gov/iiif/94fce1f2-389b-48a8-b356-b3781ad5d00c/full/!200,200/0/default.jpg"
1838,"#bc7c54","#fcecd8","#5f3b25","#5c60b0","#d5c7b4","#474646","https://api.nga.gov/iiif/277fa897-ef81-4830-b54e-d96edf2c1d4e/full/!200,200/0/default.jpg"
1837,"#c86054","#ece4c4","#642720","#a79982","#d4c4ac","#50463d","https://api.nga.gov/iiif/8101efbc-7360-4e3f-814e-f4deef4c999c/full/!200,200/0/default.jpg"
1470,"#6c472d",,,,,,"https://api.nga.gov/iiif/c8e960a5-5edb-4d0d-ab8c-66edf7a1bed5/full/!200,200/0/default.jpg"
1895,"#bc9c5c","#f4d4a4","#5d4b26",,,,"https://api.nga.gov/iiif/e46af880-68d1-45a7-a582-e33e49dd9a95/full/!200,200/0/default.jpg"
1600,"#b45040","#dcccb4","#58a440","#8d7f6e","#d4c4ac","#4c4434","https://api.nga.gov/iiif/51c49017-c80c-4574-954a-f111cc3fce32/full/!200,200/0/default.jpg"
1470,"#74512f",,,,,,"https://api.nga.gov/iiif/807c1c2a-2f5b-4339-913b-f7123e952b23/full/!200,200/0/default.jpg"
1879,"#cdb48c","#dcc49f","#5c4828","#998268","#c3a987",,"https://api.nga.gov/iiif/0a319818-f860-4c18-aff3-e22879ecb23a/full/!200,200/0/default.jpg"
1880,"#b8ac4c","#ecdcc4","#5e5825","#b0a48e","#cabca4","#5d564b","https://api.nga.gov/iiif/a12c853e-b334-48bb-ac5a-c7e5b2841f0d/full/!200,200/0/default.jpg"
1639,"#b8ac54",,,,,,"https://api.nga.gov/iiif/d5209d48-1652-4c89-9c66-d4c7ad419e8a/full/!200,200/0/default.jpg"
1870,"#d0806c","#e4d4bc","#642d20","#9c8d78","#d4c4aa","#796c5d","https://api.nga.gov/iiif/c03c1814-e2cd-467f-9436-4a342d577b43/full/!200,200/0/default.jpg"
1837,"#c0589c","#e4d4b4","#60244b","#928470","#d4c4a4","#544b44","https://api.nga.gov/iiif/00c30c37-31bf-4ecb-ba2f-22e1d9879747/full/!200,200/0/default.jpg"
1895,"#ccbc94","#f4e4c4","#594c2a","#9a8d76","#a0ccac",,"https://api.nga.gov/iiif/786c26a1-0877-4044-a547-9eb89d23f793/full/!200,200/0/default.jpg"
1500,"#b48c2c",,,,,,"https://api.nga.gov/iiif/8556e342-2437-4b16-aae1-a7164d014496/full/!200,200/0/default.jpg"
1832,"#c460c8","#64a8c8","#602262","#8b8680","#b6b7bc","#352f2b","https://api.nga.gov/iiif/b9f15a81-afaa-489e-b3bd-63de2b53491c/full/!200,200/0/default.jpg"
1500,"#e09c84","#f4e4cc","#692f1a","#ae9e8a","#d4c4ac",,"https://api.nga.gov/iiif/57e7e13a-22ff-4ef5-9f84-07c6d980e477/full/!200,200/0/default.jpg"
1850,"#e3b872","#f8cf81","#6a4619","#a88854","#acb47c","#5d6134","https://api.nga.gov/iiif/b8c56296-8233-437e-a556-27b03ea85d14/full/!200,200/0/default.jpg"
1645,"#b45c50","#c4b074","#5c2e27","#8c7d6c","#ccbca4","#6c5e4e","https://api.nga.gov/iiif/bcf2941f-c271-41e0-ab4a-261a4bfcd909/full/!200,200/0/default.jpg"
1500,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/61915f1f-c133-4789-a578-af8234f4f583/full/!200,200/0/default.jpg"
1540,"#639fdd","#68a4ec","#090e5a","#9a886f","#c4b498","#615540","https://api.nga.gov/iiif/76138512-02e7-47b0-afd0-26e50a3f468d/full/!200,200/0/default.jpg"
1880,"#c4ac84","#e4cca4","#59482a","#9c8464","#c0ad8d","#675746","https://api.nga.gov/iiif/7833b91c-2a76-4f50-95b9-f532fdf9b00d/full/!200,200/0/default.jpg"
1878,"#d8bc58","#e4ccad","#6b5919","#a2815e","#d4c4a4","#846444","https://api.nga.gov/iiif/9ee6f043-789f-4b06-870e-2e0b06b67d6c/full/!200,200/0/default.jpg"
1834,"#ccb494","#f0d088","#59452a","#bca482","#d3bc9c",,"https://api.nga.gov/iiif/f1e338e2-3fdc-441d-bab5-43fd584120af/full/!200,200/0/default.jpg"
1500,"#ba7f44",,,,,,"https://api.nga.gov/iiif/0f523ed4-a349-42b9-89da-9726d19d4a28/full/!200,200/0/default.jpg"
1500,"#dab981","#f4cc8c","#9c6c44","#a4825c","#c6a87b","#72644b","https://api.nga.gov/iiif/14ebcc49-ab30-43b6-9971-61253b273308/full/!200,200/0/default.jpg"
1622,"#d47058","#f4dcbc","#692a1b","#9c8c68","#d4bca4","#675947","https://api.nga.gov/iiif/738ca8b9-bde9-4d88-bd31-ded2898ada4f/full/!200,200/0/default.jpg"
1882,"#d06048","#f4dcb4","#69281b","#a48c64","#d1ba96","#493e34","https://api.nga.gov/iiif/414a5518-3597-46e7-acc1-a7e00cb31dcc/full/!200,200/0/default.jpg"
